Задача,IP-адрес,CVE,FQDN,Операционная система,Сервис/ПО,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичности
Эталонный образ RUS,10.85.37.116,CVE-2022-35764,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470421,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35764,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35764,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35765,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470422,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35765,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35765,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35766,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470423,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35766,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35766,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35767,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470424,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35767,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35767,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35768,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470425,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35768,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35768,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35771,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470427,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35771,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35771,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35792,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470428,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35792,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35792,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35794,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470430,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35794,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35794,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35795,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470431,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35795,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35795,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35803,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470521,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35803,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35803,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35820,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470434,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35820,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35820,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35834,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470500,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-35834,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35834,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35835,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470501,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-35835,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35835,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35836,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470502,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-35836,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35836,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35840,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470504,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-35840,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35840,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-35841,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470505,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-35841,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-35841,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37954,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470516,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37954,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37954,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37955,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470506,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37955,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37955,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37956,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470507,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37956,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37956,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37957,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470508,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37957,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37957,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37969,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470511,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37969,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37969,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37970,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470553,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37970,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37970,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37975,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470556,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37975,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37975,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37980,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470560,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37980,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37980,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37982,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470562,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37982,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37982,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37983,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470563,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37983,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37983,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37984,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470564,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37984,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37984,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37986,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470566,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37986,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37986,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37987,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470567,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37987,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37987,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37988,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470568,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37988,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37988,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37989,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470569,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37989,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37989,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37990,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470570,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37990,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37990,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37991,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470571,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37991,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37991,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37992,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470697,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37992,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37992,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37993,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470572,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37993,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37993,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37994,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470573,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37994,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37994,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37995,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470574,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37995,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37995,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37997,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470576,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37997,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37997,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-37999,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470578,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37999,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-37999,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38000,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470579,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38000,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38000,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38003,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470580,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38003,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38003,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38004,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470512,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38004,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38004,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38005,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470513,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38005,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38005,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38016,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470581,"0,0","8,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38016,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38016,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38028,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470586,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38028,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38028,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38031,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470589,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38031,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38031,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38037,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470593,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38037,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38037,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38038,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470594,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38038,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38038,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38039,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470595,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38039,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38039,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38040,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470596,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38040,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38040,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38044,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470600,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38044,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38044,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38045,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470601,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38045,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38045,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-38047,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470603,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38047,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-38047,,,,1,"0,9","7,29",Kритический
