Код,Задача,IP-адрес,FQDN,Операционная система,CVE,Сервис/ПО,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичночти
749,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41102,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470726,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41102,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41102,,,,1,"0,9","7,02",Kритический
984,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41103,Microsoft Word - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\,470756,"0,0","5,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41103,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41103,KB5002445,,08.08.2023,"0,6","0,9","2,97",Низкий
1127,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41104,Microsoft Excel - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\,470761,"0,0","5,5",Средний уровень,Обход защитных механизмов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41104,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41104,KB5002451,,08.08.2023,"0,6","0,9","2,97",Низкий
1119,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41106,Microsoft Excel - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\,470764,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41106,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41106,KB5002451,,08.08.2023,"0,6","0,9","4,212",Средний
750,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41109,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470727,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41109,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41109,,,,1,"0,9","7,02",Kритический
751,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41113,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470728,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41113,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41113,,,,1,"0,9","7,02",Kритический
752,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41114,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470729,"0,0","7,0",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41114,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41114,,,,1,"0,9","6,3",Высокий
504,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41115,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470789,"0,0","6,6",Средний уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41115,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41115,,,,"0,6","0,9","3,564",Средний
871,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41118,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470730,"0,0","7,5",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41118,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41118,,,,1,"0,9","6,75",Высокий
755,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41121,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470802,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41121,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41121,,,,1,"0,9","7,02",Kритический
753,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41125,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470731,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41125,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41125,,,,1,"0,9","7,02",Kритический
872,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41128,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470732,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41128,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41128,,,,1,"0,9","7,92",Kритический
116,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4135,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470788,"0,0","9,6",Критический уровень,Переполнение буфера в динамической памяти,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4135,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4135,,,,"0,6","0,9","5,184",Высокий
355,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4174,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470790,"0,0","8,8",Высокий уровень,Смешение типов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4174,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4174,,,,"0,6","0,9","4,752",Средний
224,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4175,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470791,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4175,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4175,,,,"0,6","0,9","4,752",Средний
225,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4177,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470792,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4177,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4177,,,,"0,6","0,9","4,752",Средний
226,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4178,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470793,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4178,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4178,,,,"0,6","0,9","4,752",Средний
227,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4179,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470794,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4179,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4179,,,,"0,6","0,9","4,752",Средний
228,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4180,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470795,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4180,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4180,,,,"0,6","0,9","4,752",Средний
229,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4181,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470796,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4181,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4181,,,,"0,6","0,9","4,752",Средний
442,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4182,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470797,"0,0","4,3",Средний уровень,Некорректная реализация (огражденные фреймы),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4182,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4182,,,,"0,6","0,9","2,322",Низкий
480,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4183,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470825,"0,0","4,3",Средний уровень,Некорректное применение политик (блокировщик всплывающих окон),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4183,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4183,,,,"0,6","0,9","2,322",Низкий
477,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4184,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470826,"0,0","4,3",Средний уровень,Некорректное применение политик (автозаполнение),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4184,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4184,,,,"0,6","0,9","2,322",Низкий
436,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4185,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470827,"0,0","4,3",Средний уровень,Некорректная реализация (навигация),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4185,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4185,,,,"0,6","0,9","2,322",Низкий
391,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4186,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470828,"0,0","4,3",Средний уровень,Недостаточная проверка входных данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4186,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4186,,,,"0,6","0,9","2,322",Низкий
483,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4187,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470829,"0,0","6,5",Средний уровень,Некорректное применение политик (инструменты разработчика),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4187,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4187,,,,"0,6","0,9","3,51",Средний
392,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4188,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470830,"0,0","4,3",Средний уровень,Недостаточная проверка входных данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4188,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4188,,,,"0,6","0,9","2,322",Низкий
484,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4189,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470831,"0,0","4,3",Средний уровень,Некорректное применение политик (инструменты разработчика),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4189,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4189,,,,"0,6","0,9","2,322",Низкий
281,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4190,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470832,"0,0","8,8",Высокий уровень,Недостаточная проверка данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4190,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4190,,,,"0,6","0,9","4,752",Средний
230,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4191,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470833,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4191,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4191,,,,"0,6","0,9","4,752",Средний
231,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4192,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470834,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4192,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4192,,,,"0,6","0,9","4,752",Средний
290,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4193,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470835,"0,0","8,8",Высокий уровень,Некорректное применение политик (API файловой системы),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4193,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4193,,,,"0,6","0,9","4,752",Средний
232,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4194,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470836,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4194,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4194,,,,"0,6","0,9","4,752",Средний
479,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4195,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470837,"0,0","4,3",Средний уровень,Некорректное применение политик (безопасный просмотр),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4195,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4195,,,,"0,6","0,9","2,322",Низкий
1055,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-42339,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,198618,"0,0","7,8",Высокий уровень,Переполнение буфера в стеке,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42339 https://helpx.adobe.com/security/products/acrobat/apsb22-46.html,,,,1,"0,9","7,02",Kритический
1108,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-42342,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,198620,"0,0","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42342 https://helpx.adobe.com/security/products/acrobat/apsb22-46.html,,,,1,"0,9","4,95",Средний
233,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4436,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470854,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4436,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4436,,,,"0,6","0,9","4,752",Средний
234,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4437,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470855,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4437,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4437,,,,"0,6","0,9","4,752",Средний
235,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4438,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470856,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4438,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4438,,,,"0,6","0,9","4,752",Средний
236,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4439,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470857,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4439,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4439,,,,"0,6","0,9","4,752",Средний
237,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4440,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470858,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4440,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4440,,,,"0,6","0,9","4,752",Средний
874,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44666,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470803,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44666,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44666,,,,1,"0,9","7,02",Kритический
875,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44667,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470804,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44667,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44667,,,,1,"0,9","7,02",Kритический
876,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44668,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470805,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44668,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44668,,,,1,"0,9","7,02",Kритический
756,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44669,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470806,"0,0","7,0",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44669,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44669,,,,1,"0,9","6,3",Высокий
877,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44670,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470807,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44670,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44670,,,,1,"0,9","7,29",Kритический
757,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44671,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470808,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44671,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44671,,,,1,"0,9","7,02",Kритический
758,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44673,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470809,"0,0","7,0",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44673,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44673,,,,1,"0,9","6,3",Высокий
971,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44674,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470810,"0,0","5,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44674,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44674,,,,1,"0,9","4,95",Средний
759,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44675,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470811,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44675,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44675,,,,1,"0,9","7,02",Kритический
