Код,Задача,IP-адрес,FQDN,OS,CVE,PO,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичночти
753,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,470731,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41125,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41125,,,,1,"0,9","7,02",Kритический
872,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,470732,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41128,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41128,,,,1,"0,9","7,92",Kритический
116,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,470788,"0,0","9,6",Критический уровень,Переполнение буфера в динамической памяти,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4135,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4135,,,,"0,6","0,9","5,184",Высокий
355,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,470790,"0,0","8,8",Высокий уровень,Смешение типов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4174,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4174,,,,"0,6","0,9","4,752",Средний
224,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,470791,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4175,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4175,,,,"0,6","0,9","4,752",Средний
225,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2528",Microsoft .NET Framework - 3.5,470792,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4177,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4177,,,,"0,6","0,9","4,752",Средний
226,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8426,Microsoft .NET Framework - 3.5,470793,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4178,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4178,,,,"0,6","0,9","4,752",Средний
227,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8468,Microsoft .NET Framework - 3.5,470794,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4179,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4179,,,,"0,6","0,9","4,752",Средний
228,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2528",Microsoft .NET Framework - 3.5,470795,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4180,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4180,,,,"0,6","0,9","4,752",Средний
229,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,470796,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4181,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4181,,,,"0,6","0,9","4,752",Средний
442,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,470797,"0,0","4,3",Средний уровень,Некорректная реализация (огражденные фреймы),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4182,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4182,,,,"0,6","0,9","2,322",Низкий
480,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470825,"0,0","4,3",Средний уровень,Некорректное применение политик (блокировщик всплывающих окон),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4183,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4183,,,,"0,6","0,9","2,322",Низкий
477,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,470826,"0,0","4,3",Средний уровень,Некорректное применение политик (автозаполнение),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4184,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4184,,,,"0,6","0,9","2,322",Низкий
436,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,470827,"0,0","4,3",Средний уровень,Некорректная реализация (навигация),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4185,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4185,,,,"0,6","0,9","2,322",Низкий
391,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,470828,"0,0","4,3",Средний уровень,Недостаточная проверка входных данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4186,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4186,,,,"0,6","0,9","2,322",Низкий
483,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,470829,"0,0","6,5",Средний уровень,Некорректное применение политик (инструменты разработчика),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4187,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4187,,,,"0,6","0,9","3,51",Средний
392,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,470830,"0,0","4,3",Средний уровень,Недостаточная проверка входных данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4188,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4188,,,,"0,6","0,9","2,322",Низкий
484,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2529",Microsoft .NET Framework - 3.5,470831,"0,0","4,3",Средний уровень,Некорректное применение политик (инструменты разработчика),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4189,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4189,,,,"0,6","0,9","2,322",Низкий
281,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8510,Microsoft .NET Framework - 3.5,470832,"0,0","8,8",Высокий уровень,Недостаточная проверка данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4190,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4190,,,,"0,6","0,9","4,752",Средний
230,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8552,Microsoft .NET Framework - 3.5,470833,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4191,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4191,,,,"0,6","0,9","4,752",Средний
231,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2529",Microsoft .NET Framework - 3.5,470834,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4192,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4192,,,,"0,6","0,9","4,752",Средний
290,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,470835,"0,0","8,8",Высокий уровень,Некорректное применение политик (API файловой системы),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4193,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4193,,,,"0,6","0,9","4,752",Средний
232,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,470836,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4194,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4194,,,,"0,6","0,9","4,752",Средний
479,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470837,"0,0","4,3",Средний уровень,Некорректное применение политик (безопасный просмотр),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4195,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4195,,,,"0,6","0,9","2,322",Низкий
1055,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,198618,"0,0","7,8",Высокий уровень,Переполнение буфера в стеке,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42339 https://helpx.adobe.com/security/products/acrobat/apsb22-46.html,,,,1,"0,9","7,02",Kритический
1108,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,198620,"0,0","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42342 https://helpx.adobe.com/security/products/acrobat/apsb22-46.html,,,,1,"0,9","4,95",Средний
233,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,470854,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4436,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4436,,,,"0,6","0,9","4,752",Средний
234,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,470855,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4437,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4437,,,,"0,6","0,9","4,752",Средний
235,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,470856,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4438,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4438,,,,"0,6","0,9","4,752",Средний
236,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2530",Microsoft .NET Framework - 3.5,470857,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4439,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4439,,,,"0,6","0,9","4,752",Средний
237,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8594,Microsoft .NET Framework - 3.5,470858,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-4440,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4440,,,,"0,6","0,9","4,752",Средний
874,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8636,Microsoft .NET Framework - 3.5,470803,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44666,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44666,,,,1,"0,9","7,02",Kритический
875,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2530",Microsoft .NET Framework - 3.5,470804,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44667,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44667,,,,1,"0,9","7,02",Kритический
876,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,470805,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44668,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44668,,,,1,"0,9","7,02",Kритический
756,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,470806,"0,0","7,0",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44669,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44669,,,,1,"0,9","6,3",Высокий
877,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470807,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44670,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44670,,,,1,"0,9","7,29",Kритический
757,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,470808,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44671,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44671,,,,1,"0,9","7,02",Kритический
758,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,470809,"0,0","7,0",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44673,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44673,,,,1,"0,9","6,3",Высокий
971,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,470810,"0,0","5,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44674,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44674,,,,1,"0,9","4,95",Средний
759,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,470811,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44675,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44675,,,,1,"0,9","7,02",Kритический
878,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,470812,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44676,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44676,,,,1,"0,9","7,29",Kритический
760,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2531",Microsoft .NET Framework - 3.5,470813,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44677,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44677,,,,1,"0,9","7,02",Kритический
761,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8678,Microsoft .NET Framework - 3.5,470814,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44678,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44678,,,,1,"0,9","7,02",Kритический
972,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8720,Microsoft .NET Framework - 3.5,470815,"0,0","6,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44679,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44679,,,,1,"0,9","5,85",Высокий
762,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2531",Microsoft .NET Framework - 3.5,470816,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44680,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44680,,,,1,"0,9","7,02",Kритический
763,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,470817,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44681,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44681,,,,1,"0,9","7,02",Kритический
764,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,470819,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44683,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44683,,,,1,"0,9","7,02",Kритический
509,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470838,"0,0","4,3",Средний уровень,Подмена данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44688,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44688,,,,"0,6","0,9","2,322",Низкий
765,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,470820,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44689,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44689,,,,1,"0,9","7,02",Kритический
766,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,470821,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44697,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44697,,,,1,"0,9","7,02",Kритический
897,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,470822,"0,0","5,4",Средний уровень,Обход защитных механизмов,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44698,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44698,,,,1,"0,9","4,86",Средний
915,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,470823,"0,0","6,5",Средний уровень,Отказ в обслуживании,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44707,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44707,,,,1,"0,9","5,85",Высокий
335,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,470839,"0,0","8,3",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44708,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44708,,,,"0,6","0,9","4,482",Средний
309,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2532",Microsoft .NET Framework - 3.5,470944,"0,0","8,8",Высокий уровень,Переполнение буфера в динамической памяти,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0129,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0129,,,,"0,6","0,9","4,752",Средний
402,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8762,Microsoft .NET Framework - 3.5,470945,"0,0","6,5",Средний уровень,Некорректная реализация (API полноэкранного режима),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0130,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0130,,,,"0,6","0,9","3,51",Средний
447,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-8804,Microsoft .NET Framework - 3.5,470946,"0,0","6,5",Средний уровень,Некорректная реализация (песочница iFrame),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0131,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0131,,,,"0,6","0,9","3,51",Средний
